id,name,size.bytecode,size.static
210,__ofl_add,57,952
211,perror,177,1320
212,printf,60,912
213,putchar,89,888
214,puts,109,984
215,sprintf,56,904
216,sscanf,56,904
217,__stdout_write,60,1008
218,ungetc,106,984
219,wcrtomb,311,856
220,wctomb,26,848
221,frexp,145,1200
222,vfprintf,398,1568
223,printf_core,9070,18952
224,pop_arg,565,1808
225,pad,159,1168
226,long_double_not_supported,29,856
227,__shlim,73,608
228,__shgetc,228,1136
229,__intscan,1636,3464
230,scalbn,176,984
231,fmod,540,912
232,__floatscan,4829,8760
233,hexfloat,1401,3600
234,scanexp,602,1712
235,mbrtowc,368,752
236,mbsinit,20,544
237,vfscanf,3085,9968
238,long_double_not_supported,30,856
239,vsnprintf,180,1152
240,sn_write,184,1176
241,vsprintf,21,840
242,vsscanf,89,1024
243,string_read,95,1064
244,atoi,178,648
245,__qsort_r,869,2384
246,sift,442,1968
247,trinkle,904,2896
248,qsort,23,832
249,wrapper_cmp,17,824
250,memchr,371,800
251,memcmp,75,584
252,memcpy,1000,1824
253,memset,393,1200
254,strcat,25,920
255,strchr,31,864
256,__strchrnul,354,1144
257,strcmp,105,600
258,__stpcpy,374,776
259,strcpy,17,840
260,strcspn,241,1104
261,strdup,48,960
262,strlen,179,648
263,strncmp,144,624
264,strnlen,28,880
265,strstr,359,1320
266,fourbyte_strstr,180,648
267,twoway_strstr,998,2080
268,difftime,9,528
269,localtime,17,824
270,__secs_to_zone,36,560
271,__secs_to_tm,507,1256
272,__localtime_r,107,1048
273,__multi3,116,640
