polybench,floyd-warshall,wavm,150.0200,194
polybench,floyd-warshall,graalwasm,626.5200,450
polybench,gemm,truejit,13.4200,318
polybench,gemm,wasmtime-cranelift,14.0400,174
polybench,gemm,wasmer-single-pass,46.2450,191
polybench,gemm,wasmer-cranelift,14.3850,191
polybench,gemm,wasmer-llvm,14.1850,190
polybench,gemm,wazero,31.0800,466
polybench,gemm,wavm,15.3550,196
polybench,gemm,graalwasm,37.6550,495
polybench,gemver,truejit,1.2400,320
polybench,gemver,wasmtime-cranelift,0.2950,175
polybench,gemver,wasmer-single-pass,0.6700,192
polybench,gemver,wasmer-cranelift,0.3600,192
polybench,gemver,wasmer-llvm,0.3300,191
polybench,gemver,wazero,0.8300,493
polybench,gemver,wavm,0.7350,197
polybench,gemver,graalwasm,1.6100,545
polybench,gesummv,truejit,1.1300,317
polybench,gesummv,wasmtime-cranelift,0.1750,173
polybench,gesummv,wasmer-single-pass,0.3300,190
polybench,gesummv,wasmer-cranelift,0.2300,189
polybench,gesummv,wasmer-llvm,0.2100,188
polybench,gesummv,wazero,0.5650,414
polybench,gesummv,wavm,0.6100,197
polybench,gesummv,graalwasm,0.7850,443
polybench,gramschmidt,truejit,126.2600,329
polybench,gramschmidt,wasmtime-cranelift,124.8150,185
polybench,gramschmidt,wasmer-single-pass,129.6850,202
polybench,gramschmidt,wasmer-cranelift,125.3950,202
polybench,gramschmidt,wasmer-llvm,124.7150,201
polybench,gramschmidt,wazero,121.5900,480
polybench,gramschmidt,wavm,125.7500,206
polybench,gramschmidt,graalwasm,128.2050,489
polybench,heat-3d,truejit,51.0350,319
polybench,heat-3d,wasmtime-cranelift,53.5900,175
polybench,heat-3d,wasmer-single-pass,159.7550,193
polybench,heat-3d,wasmer-cranelift,49.3800,193
polybench,heat-3d,wasmer-llvm,50.4650,192
polybench,heat-3d,wazero,124.1100,422
polybench,heat-3d,wavm,49.0800,199
polybench,heat-3d,graalwasm,120.5700,506
polybench,jacobi-1d,truejit,1.0300,194
polybench,jacobi-1d,wasmtime-cranelift,0.0600,50
polybench,jacobi-1d,wasmer-single-pass,0.0950,67
polybench,jacobi-1d,wasmer-cranelift,0.0700,66
polybench,jacobi-1d,wasmer-llvm,0.0700,66
polybench,jacobi-1d,wazero,0.1700,48
polybench,jacobi-1d,wavm,0.5100,74
polybench,jacobi-1d,graalwasm,0.3900,171
polybench,jacobi-2d,truejit,32.4750,317
polybench,jacobi-2d,wasmtime-cranelift,35.9200,173
polybench,jacobi-2d,wasmer-single-pass,101.5900,190
polybench,jacobi-2d,wasmer-cranelift,34.7500,190
polybench,jacobi-2d,wasmer-llvm,32.2600,189
polybench,jacobi-2d,wazero,88.6250,415
polybench,jacobi-2d,wavm,33.1700,195
polybench,jacobi-2d,graalwasm,83.5600,419
polybench,lu,truejit,462.7400,412
polybench,lu,wasmtime-cranelift,465.7400,267
polybench,lu,wasmer-single-pass,759.4650,285
polybench,lu,wasmer-cranelift,473.2350,285
polybench,lu,wasmer-llvm,464.3800,284
polybench,lu,wazero,593.7050,447
polybench,lu,wavm,466.1800,289
polybench,lu,graalwasm,649.9750,570
polybench,ludcmp,truejit,462.1150,412
polybench,ludcmp,wasmtime-cranelift,468.1700,268
polybench,ludcmp,wasmer-single-pass,687.0500,285
polybench,ludcmp,wasmer-cranelift,474.6600,285
polybench,ludcmp,wasmer-llvm,467.0050,284
polybench,ludcmp,wazero,593.4750,604
polybench,ludcmp,wavm,465.1950,289
polybench,ludcmp,graalwasm,639.4150,642
polybench,mvt,truejit,1.2250,319
polybench,mvt,wasmtime-cranelift,0.2750,175
polybench,mvt,wasmer-single-pass,0.5650,193
polybench,mvt,wasmer-cranelift,0.3350,192
polybench,mvt,wasmer-llvm,0.3150,191
polybench,mvt,wazero,0.7450,493
polybench,mvt,wavm,0.7150,198
polybench,mvt,graalwasm,1.1400,517
polybench,nussinov,truejit,115.6550,313
polybench,nussinov,wasmtime-cranelift,114.3500,169
polybench,nussinov,wasmer-single-pass,170.1300,186
polybench,nussinov,wasmer-cranelift,137.5450,185
polybench,nussinov,wasmer-llvm,113.1500,185
polybench,nussinov,wazero,157.9050,319
polybench,nussinov,wavm,112.0550,192
polybench,nussinov,graalwasm,168.6100,427
polybench,seidel-2d,truejit,165.9550,319
polybench,seidel-2d,wasmtime-cranelift,173.9250,175
polybench,seidel-2d,wasmer-single-pass,237.6950,193
polybench,seidel-2d,wasmer-cranelift,165.3000,193
polybench,seidel-2d,wasmer-llvm,165.3050,192
polybench,seidel-2d,wazero,173.2250,336
polybench,seidel-2d,wavm,165.3650,197
polybench,seidel-2d,graalwasm,184.7300,391
polybench,symm,truejit,47.0750,308
polybench,symm,wasmtime-cranelift,47.8150,163
polybench,symm,wasmer-single-pass,69.9350,180
polybench,symm,wasmer-cranelift,46.3300,180
polybench,symm,wasmer-llvm,46.0550,179
polybench,symm,wazero,68.1450,416
polybench,symm,wavm,46.7500,185
polybench,symm,graalwasm,63.5250,414
polybench,syr2k,truejit,60.1850,328
polybench,syr2k,wasmtime-cranelift,61.0150,184
polybench,syr2k,wasmer-single-pass,90.8450,202
polybench,syr2k,wasmer-cranelift,62.6950,201
polybench,syr2k,wasmer-llvm,60.8000,201
polybench,syr2k,wazero,79.8300,536
polybench,syr2k,wavm,60.6100,207
polybench,syr2k,graalwasm,77.0150,573
polybench,syrk,truejit,24.0750,288
polybench,syrk,wasmtime-cranelift,23.5650,144
polybench,syrk,wasmer-single-pass,41.2400,161
polybench,syrk,wasmer-cranelift,23.8550,161
polybench,syrk,wasmer-llvm,24.3000,160
polybench,syrk,wazero,33.8300,301
polybench,syrk,wavm,23.9900,166
polybench,syrk,graalwasm,28.0400,363
polybench,trisolv,truejit,1.0650,272
polybench,trisolv,wasmtime-cranelift,0.1150,127
polybench,trisolv,wasmer-single-pass,0.2400,144
polybench,trisolv,wasmer-cranelift,0.1350,144
polybench,trisolv,wasmer-llvm,0.1450,143
polybench,trisolv,wazero,0.5750,493
polybench,trisolv,wavm,0.5650,151
polybench,trisolv,graalwasm,0.8500,384
polybench,trmm,truejit,40.6150,257
polybench,trmm,wasmtime-cranelift,39.8900,114
polybench,trmm,wasmer-single-pass,48.6400,131
polybench,trmm,wasmer-cranelift,40.0150,130
polybench,trmm,wasmer-llvm,39.8250,130
polybench,trmm,wazero,43.6100,232
polybench,trmm,wavm,40.8500,136
polybench,trmm,graalwasm,68.8350,356
